DrugBank_ID,Drug_Name,Gene
DB04471,"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",ESR1
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,LGALS9
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,hheC
DB04473,alpha-L-fucose,
DB04473,alpha-L-fucose,env
DB04473,alpha-L-fucose,IGHG1
DB04473,alpha-L-fucose,
DB04474,8-anilinonaphthalene-1-sulfonic acid,FABP1
DB04474,8-anilinonaphthalene-1-sulfonic acid,S100A7
DB04474,8-anilinonaphthalene-1-sulfonic acid,murA
DB04476,"Trencam-3,2-Hopo",LCN2
DB04477,"2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",GAPDHS
DB04478,"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",SORD
DB04480,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",TGFBR1
DB04481,Erythritol,metE
DB04482,Cmp-2-Keto-3-Deoxy-Octulosonic Acid,kpsU
DB04482,Cmp-2-Keto-3-Deoxy-Octulosonic Acid,kdsB
DB04483,2-deoxy-2-fluoro-β-D-mannose,manA
DB04485,Thymidine,TK2
DB04485,Thymidine,TK1
DB04487,N-Methylleucine,CXCL10
DB04488,"(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate",
DB04489,Guanidinoethylmercaptosuccinic acid,CPD
DB04489,Guanidinoethylmercaptosuccinic acid,CPB2
DB04490,3-(Mercaptomethylene)Pyridine,gag-pol
DB04491,Diisopropylphosphono Group,DPP4
DB04491,Diisopropylphosphono Group,apr
DB04491,Diisopropylphosphono Group,CFB
DB04491,Diisopropylphosphono Group,estB
DB04492,2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,cslB
DB04493,Fructose-6-phosphate,FBP1
DB04493,Fructose-6-phosphate,FBP2
DB04493,Fructose-6-phosphate,PFKFB1
DB04493,Fructose-6-phosphate,pfkA
DB04493,Fructose-6-phosphate,PFKFB4
DB04493,Fructose-6-phosphate,GPI
DB04494,Dihydroxy(oxo)molybdenum(6+),citA
DB04495,Paratoulene phosphate,SRC
DB04496,4-Phospho-D-erythronohydroxamic acid,rpiB
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,PDF
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,AKR1C3
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,AKR1B1
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,G6PD
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,HSD11B1
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,HMGCR
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,NOS1
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,HSD17B1
DB04498,Aspartate Semialdehyde,asd
DB04499,(R)-styrene oxide,hheC
DB04501,Camphane,camC
DB04502,WRR-204,
DB04503,Sp-722,TMP1
DB04503,Sp-722,thyA
DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",HSP90AA1
DB04508,"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",HN
DB04509,N-Methylnaloxonium,CES1
DB04510,3-phospho-D-glyceric acid,TPI
DB04510,3-phospho-D-glyceric acid,gpmI
DB04510,3-phospho-D-glyceric acid,PGAM2
DB04510,3-phospho-D-glyceric acid,TPI1
DB04510,3-phospho-D-glyceric acid,PGK1
DB04510,3-phospho-D-glyceric acid,pgk/tpi
DB04511,N-Succinyl Methionine,Aaar
DB04512,2-Isobutyl-3-methoxypyrazine,LCN9
DB04513,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,TNNC1
DB04513,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,TNNI3
DB04513,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,CALM1
DB04514,Uridylyl-2'-5'-phospho-guanosine,RNASE1
DB04515,2-O-methyl-alpha-L-fucopyranose,cslB
DB04516,2-Deoxy-Glucitol-6-Phosphate,ISYNA1
DB04517,Dipyrromethane Cofactor,hemC
DB04518,"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",CDK2
DB04519,Caprylic acid,PPARA
DB04519,Caprylic acid,fabB
DB04519,Caprylic acid,tesA
DB04520,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",chiB
DB04520,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",chiB
DB04521,4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,GSTA3
DB04522,Dexfosfoserine,PYGM
DB04522,Dexfosfoserine,PRKCQ
DB04522,Dexfosfoserine,PDPK1
DB04522,Dexfosfoserine,PIM1
DB04522,Dexfosfoserine,PYGL
DB04522,Dexfosfoserine,algC
DB04522,Dexfosfoserine,PRKACA
DB04522,Dexfosfoserine,spoIIAA
DB04522,Dexfosfoserine,pilE1
DB04522,Dexfosfoserine,phoA
DB04522,Dexfosfoserine,RHO
DB04522,Dexfosfoserine,SERPINB3
DB04522,Dexfosfoserine,xynY
DB04522,Dexfosfoserine,TAOK2
DB04522,Dexfosfoserine,KCNC4
DB04522,Dexfosfoserine,REG1A
DB04522,Dexfosfoserine,SMAD2
DB04522,Dexfosfoserine,glsA1
DB04522,Dexfosfoserine,cysG
DB04522,Dexfosfoserine,ptsH
DB04522,Dexfosfoserine,CFTR
DB04523,Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,CTSK
DB04524,Malonyl-CoA,fabH
DB04525,N-(3-Carboxypropanoyl)-L-phenylalanyl-3-carboxy-O-(carboxymethyl)-N-pentyl-L-tyrosinamide,PTPN1
DB04526,L-Glycero-D-Manno-Heptopyranose,fhuA
DB04527,beta-Hydroxyasparagine,MASP2
DB04528,"2,4-Dinitrophenol",onr
DB04529,Desvancosaminyl vancomycin,gtfD
DB04529,Desvancosaminyl vancomycin,gtfA
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",ALAD
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",PDE4B
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",TMP1
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",thyA
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",TYMS
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",PRKACA
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",PIM1
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",ARG1
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",lacZ
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",icd
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",SERPINB5
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",malE
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",hemB
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",rmlC
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",PDE1B
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",SNX3
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",licT
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",CYTH2
DB04531,S-Benzylcysteine,MGMT
DB04532,Indole,E
DB04532,Indole,cobT
DB04533,2-Amino-4-methylphenol,cobT
DB04534,5-Nitroindazole,NOS2
DB04534,5-Nitroindazole,NOS3
DB04537,Tryptophanamide,WARS1
DB04537,Tryptophanamide,trpS
DB04538,threo-3-methyl-L-aspartic acid,
DB04539,Glyphosate,CYP19A1
DB04539,Glyphosate,aroA
DB04539,Glyphosate,aroA
DB04540,Cholesterol,PCYT1B
DB04540,Cholesterol,NR1I3
DB04540,Cholesterol,VDR
DB04540,Cholesterol,CLEC4E
DB04540,Cholesterol,RORA
DB04541,Cyclo(prolylglycyl),chiB
DB04542,Zidovudine diphosphate,NME1
DB04543,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",tgt
DB04544,1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,PYGM
DB04545,Afegostat,GBA1
DB04545,Afegostat,cel5A
DB04545,Afegostat,bglA
DB04545,Afegostat,celA1
DB04546,3-Deazaadenosine,
DB04547,Inhibitor BEA409,gag-pol
DB04548,4-Deoxy-D-Glucuronic Acid,
DB04548,4-Deoxy-D-Glucuronic Acid,cslB
DB04548,4-Deoxy-D-Glucuronic Acid,hylB
DB04549,"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",CA2
DB04551,"beta-D-fructofuranose 1,6-bisphosphate",PKLR
DB04551,"beta-D-fructofuranose 1,6-bisphosphate",glpK
DB04552,Niflumic acid,PLA2G1B
DB04552,Niflumic acid,PTGS2
DB04552,Niflumic acid,CLCNKA
DB04552,Niflumic acid,PTGS1
DB04552,Niflumic acid,PLA2G4A
DB04552,Niflumic acid,UGT1A9
DB04553,2-Oxobutanoic Acid,acdS
DB04553,2-Oxobutanoic Acid,
DB04554,8-Bromoadenosine-5'-Diphosphate,metK
DB04555,Cytidine-5'-Diphosphate,ispF
DB04555,Cytidine-5'-Diphosphate,kpsU
DB04555,Cytidine-5'-Diphosphate,ispF
DB04555,Cytidine-5'-Diphosphate,neuA
DB04555,Cytidine-5'-Diphosphate,cmk
DB04555,Cytidine-5'-Diphosphate,rfbE
DB04556,NAP-226-90,ACHE
DB04557,Arachidonic Acid,PTGS1
DB04557,Arachidonic Acid,PPARA
DB04557,Arachidonic Acid,NR1H4
DB04557,Arachidonic Acid,RXRA
DB04557,Arachidonic Acid,
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,NOS3
DB04560,"4,7-Dioxosebacic Acid",ALAD
DB04560,"4,7-Dioxosebacic Acid",hemB
DB04560,"4,7-Dioxosebacic Acid",hemB
DB04561,"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",nanH
DB04562,Tricarballylic acid,ACO2
DB04563,CRA_9678,PRSS1
DB04564,Gluconolactone,LCT
DB04565,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,NA
DB04566,Inosinic Acid,IMPDH2
DB04566,Inosinic Acid,PYGM
DB04566,Inosinic Acid,Adss
DB04566,Inosinic Acid,LACZ
DB04566,Inosinic Acid,IMPDH1
DB04566,Inosinic Acid,purA
DB04566,Inosinic Acid,ADSS1
DB04566,Inosinic Acid,purA
DB04566,Inosinic Acid,guaB
DB04566,Inosinic Acid,hpt
DB04566,Inosinic Acid,HGPRTase
DB04568,5-Aminoimidazole Ribonucleoside,
DB04569,Benzyl formate,nprS
DB04570,Latamoxef,pbpC
DB04570,Latamoxef,ftsI
DB04570,Latamoxef,mrcA
DB04570,Latamoxef,mrcB
DB04570,Latamoxef,dacB
DB04573,Estriol,ESR1
DB04573,Estriol,ESR2
DB04573,Estriol,SHBG
DB04574,Estrone sulfate,ESR1
DB04574,Estrone sulfate,ESR2
DB04575,Quinestrol,ESR1
DB04576,Fleroxacin,gyrA
DB04576,Fleroxacin,parC
DB04576,Fleroxacin,TOP2A
DB04576,Fleroxacin,TOP2B
DB04577,1-(1-phenylcyclopentyl)methylamine,DPP4
DB04578,"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",DPP4
DB04579,"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine",CTSB
DB04580,1-Methyl-2-quinolone,Tb05.30H13.400
DB04581,1-benzylimidazole,CYP11B1
DB04581,1-benzylimidazole,QPCT
DB04583,"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",DHODH
DB04585,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,ARG1
DB04586,o-Bromophenol,TMP1
DB04586,o-Bromophenol,thyA
DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",HSP90AA1
DB04590,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,F7
DB04591,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",F2
DB04592,3-Bromo-3-buten-1-ol,mmoX
DB04593,3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,F7
DB04594,3-hydroxyglutaric acid,HMGCL
DB04596,"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",xly
DB04597,"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",xly
DB04598,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,nbaC
DB04599,Aniracetam,DRD2
DB04599,Aniracetam,HTR2A
DB04599,Aniracetam,GRIA2
DB04599,Aniracetam,GRIA3
DB04600,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",CA2
DB04601,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",CA2
DB04602,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,RPL37
DB04604,5-iodotubercidin,HASPIN
DB04604,5-iodotubercidin,MAPK3
DB04604,5-iodotubercidin,CSNK1G2
DB04605,5-Aminoisoquinoline,Tb05.30H13.400
DB04606,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),F7
DB04607,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",CDK2
DB04608,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",WEE1
DB04609,INHIBITOR Q8467 OF DUPONT MERCK,gag-pol
DB04610,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",folK
DB04612,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",XIAP
DB04614,(R)-tacrine(10)-hupyridone,ACHE
DB04615,(S)-tacrine(10)-hupyridone,ACHE
DB04616,TACRINE(8)-4-AMINOQUINOLINE,ACHE
DB04617,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",ACHE
DB04618,"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",AMY2A
DB04619,Acetophenone,radh
DB04620,Cycloleucine,GRIN1
DB04622,N-acetylhistamine,QPCT
DB04623,"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",pol
DB04624,DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME),acma
DB04627,Cyclouridine,udp
DB04628,Allosamidin,chiB
DB04628,Allosamidin,chiA
DB04629,Aplyronine A,ACTA1
DB04630,Aldosterone,NR3C2
DB04630,Aldosterone,SLC12A1
DB04630,Aldosterone,NR3C1
DB04631,Atpenin A5,sdhB
DB04631,Atpenin A5,sdhC
DB04631,Atpenin A5,sdhD
DB04631,Atpenin A5,sdhA
DB04632,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,MAPK14
DB04633,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",SAT1
DB04634,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,
DB04634,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,
DB04634,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,
DB04636,Glutamine t-butyl ester,QPCT
DB04637,6-Bromo-1-hexanol,mmoX
DB04638,"2,5-di-tert-butylhydroquinone",ATP2A1
DB04639,Biphenylalanine,IGHG1
DB04639,Biphenylalanine,env
DB04640,"Naphthalene-2,6-disulfonic acid",bcp
DB04640,"Naphthalene-2,6-disulfonic acid",
DB04641,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",
DB04642,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",PYGM
DB04643,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",PYGM
DB04644,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",PYGM
DB04645,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",PYGM
DB04646,Dibromothymoquinone,petA
DB04646,Dibromothymoquinone,petG
DB04646,Dibromothymoquinone,petL
DB04646,Dibromothymoquinone,petM
DB04646,Dibromothymoquinone,petN
DB04646,Dibromothymoquinone,petB
DB04646,Dibromothymoquinone,petC
DB04646,Dibromothymoquinone,petD
DB04647,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,dacA
DB04647,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,dacA
DB04648,S-propylamine-L-cysteine,ARG1
DB04649,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,bsd
DB04650,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",
DB04651,BIOTINOL-5-AMP,birA
DB04652,Corticosterone,HSD11B1
DB04652,Corticosterone,NCOA1
DB04652,Corticosterone,NR3C2
DB04652,Corticosterone,NR3C1
DB04653,N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,CAPN1
DB04654,4-PIPERIDIN-4-YLBUTANAL,PRSS1
DB04654,4-PIPERIDIN-4-YLBUTANAL,TPSB2
DB04655,Metoprine,HNMT
DB04655,Metoprine,PDF
DB04656,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",aroQ
DB04657,Carboxin,SDHA
DB04658,Calystegine B2,GLA
DB04658,Calystegine B2,bglA
DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",LCT
DB04660,Choline alfoscerate,CHRM5
DB04660,Choline alfoscerate,GM2A
DB04661,cis-tetracosenoyl sulfatide,CD1D
DB04662,OLOMOUCINE II,CDK2
DB04664,Cyclohexyl-pentyl-maltoside,CYP2B6
DB04665,Coumarin,CA12
DB04665,Coumarin,CA2
DB04665,Coumarin,CA14
DB04665,Coumarin,CA9
DB04665,Coumarin,CA6
DB04665,Coumarin,CA1
DB04665,Coumarin,CA4
DB04665,Coumarin,CYP2A6
DB04669,TRIAZOLOPYRIMIDINE,CDK2
DB04671,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,arcA
DB04672,"Cyclic 3',5'-thymidine monophosphate",NT5M
DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,F10
DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",EDNRA
DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",AKR1C1
DB04676,Dansyllysine,IGHA2
DB04677,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,MAOB
DB04678,H TYPE II TRISACCHARIDE,ABO
DB04679,Human blood group H type 1 trisaccharide,ABO
DB04680,GALACTOSE GREASE,ABO
DB04681,BETA-METHYLLACTOSIDE,ABO
DB04682,Octylphenoxy polyethoxyethanol,TNNC2
DB04683,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",NR5A1
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",DUT
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",
DB04687,DIMETHYL THIOPHOSPHATE,opdA
DB04688,Methylecgonine,IGHG2
DB04688,Methylecgonine,IGKC
DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,PPARG
DB04690,Camptothecin,TOP1
DB04693,"Estrane-3,17-dione",ksi
DB04695,Farnesyl thiopyrophosphate,GGPS1
DB04695,Farnesyl thiopyrophosphate,MVK
DB04695,Farnesyl thiopyrophosphate,crtM
DB04695,Farnesyl thiopyrophosphate,ispU
DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",TMP1
DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",thyA
DB04697,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,F2
DB04698,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",aroQ
DB04699,gamma-Butyrolactone,nagJ
DB04700,GLUTATHIONE SULFINATE,GSTK1
DB04701,S-Methyl glutathione,GSTM2
DB04702,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",
DB04703,Hesperidin,CACNA1B
DB04703,Hesperidin,AURKB
DB04705,25-Hydroxycholesterol,RORC
DB04707,Hydroxyfasudil,ROCK1
DB04707,Hydroxyfasudil,CLCN2
DB04707,Hydroxyfasudil,PRKACA
DB04707,Hydroxyfasudil,PKIA
DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",AR
DB04711,Iodipamide,ALB
DB04713,4-Iodo-D-phenylalanine,
DB04714,ISOPENTENYL PYROPHOSPHATE,FDPS
DB04714,ISOPENTENYL PYROPHOSPHATE,GGPS1
DB04714,ISOPENTENYL PYROPHOSPHATE,ispF
DB04714,ISOPENTENYL PYROPHOSPHATE,uppS
DB04714,ISOPENTENYL PYROPHOSPHATE,ispH
DB04714,ISOPENTENYL PYROPHOSPHATE,ispU
DB04715,IMIDAZOPYRIDAZIN 1,PIM1
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",JAK2
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",JAK3
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",TYK2
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",DAPK3
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",JAK1
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",DYRK1A
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",DYRK2
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",CSNK2A1
DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",CSNK2A1
DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",CSNK2A1
DB04722,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",F2
DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,CPB2
DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,CPB1
DB04724,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",ITGAL
DB04725,Licofelone,ALOX5
DB04725,Licofelone,PTGS2
DB04725,Licofelone,PLA2G2E
DB04727,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",KDR
DB04728,Lividomycin A,TERT
DB04729,Gentamicin C1a,rpsL
DB04731,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,cinA
DB04732,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,prcB
DB04732,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,prcA
DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL",ALDOA
DB04734,Citraconic acid,fccA
DB04735,Monogalactosyldiacylglycerol,psbA1
