Gene1,Gene2,Score
AQP9,CCL2,1.08002935543984
ACAT1,CDK18,1.08002624258777
DICER1,IRAK1,1.08002333601198
NDUFC2,C1orf56,1.08000658442494
ZNF595,BCKDHA,1.08000521965677
SP140,RNF213,1.08000200620253
GNB1,MTNR1A,1.07999858014924
VAMP7,H2AC17,1.07999567463482
CYP27A1,THY1,1.0799806020505
GNL1,FNDC8,1.0799765783597
SUN2,RUBCNL,1.07997258160164
SAMHD1,SLA,1.0799719466035
ZBTB7C,NIT2,1.07996707090286
EMILIN2,MAFB,1.07996177101473
TYSND1,DROSHA,1.07994687604327
EGFLAM,NELL2,1.07994673419653
GSS,ACAA1,1.0799367652295
EEF1G,PPP3CB,1.07993570440562
TOPBP1,HAUS1,1.07993489412048
ALOX5AP,GZF1,1.07992495217871
TAPBP,CD4,1.07991882248625
ZNRF2,CEP55,1.07991724813079
COMTD1,RAD1,1.07991578630628
DVL3,TBL1XR1,1.07990152836884
ADSS2,TFE3,1.07989550994724
PEMT,ARL1,1.07989488544347
NBEA,CKMT1A,1.07988210156158
MPST,THBS2,1.07988131044354
CEACAM5,BEX5,1.07986736551966
CHEK2,H2AZ2,1.07986338674999
CHEK2,H2AZ1,1.07986338674999
MPP2,ROCK2,1.07986337511731
NOP53,DHX37,1.07985726931458
SUZ12,PABPN1,1.07985663114554
GBP1,STAT1,1.07984829704725
CDK9,MAL,1.07984625911977
IMPDH1,RPL34,1.07984594541417
DELEC1,SLC35G5,1.0798382116026
NAXE,PRKACG,1.07983810891677
SEC24B,TRAPPC2,1.07982804104948
TRIM38,PARP9,1.07982443801349
VSIG4,CD53,1.07982392136138
TPM1,SLC7A5,1.07981460117113
MAPK1,RALGDS,1.07981311819905
SEC61G,UQCRQ,1.07981245528002
MSI1,SRSF3,1.0798094779891
IDH3A,UQCRFS1,1.07980852785395
OGA,KMT2E,1.07980508136857
CKS1B,PGAM1,1.07980393864661
NIBAN1,CASR,1.07980356155933
WDR37,WDR62,1.07980140666237
RBFA,GTPBP1,1.07980126881711
HSCB,DNAJC17,1.0797908545381
DDX5,ABT1,1.07978905138735
POSTN,PCOLCE,1.07977771234134
HELQ,DDX56,1.07977428557429
HELQ,DDX25,1.07977428557429
DDX19B,RECQL4,1.07977428557429
DDX19B,RECQL,1.07977428557429
DDX19B,DDX60,1.07977428557429
DDX19B,HELQ,1.07977428557429
DDX52,HELQ,1.07977428557429
DDX52,RECQL,1.07977428557429
DDX52,DDX60,1.07977428557429
DDX39A,RECQL,1.07977428557429
HELQ,DDX28,1.07977428557429
DDX39A,DDX60,1.07977428557429
DDX39A,HELQ,1.07977428557429
HELQ,DDX19A,1.07977428557429
DDX19A,DDX60,1.07977428557429
HELQ,DDX39B,1.07977428557429
DDX19A,RECQL4,1.07977428557429
RECQL,DDX39B,1.07977428557429
DDX28,RECQL4,1.07977428557429
DDX28,RECQL,1.07977428557429
DDX60,RECQL4,1.07977428557429
DDX60,DDX39B,1.07977428557429
HELQ,RECQL4,1.07977428557429
DDX60,DDX28,1.07977428557429
DDX60,RECQL,1.07977428557429
DDX19A,RECQL,1.07977428557429
DDX56,RECQL4,1.07977428557429
DDX56,RECQL,1.07977428557429
DDX56,DDX60,1.07977428557429
DDX25,RECQL4,1.07977428557429
DDX25,RECQL,1.07977428557429
DDX25,DDX60,1.07977428557429
XDH,CRISPLD2,1.07977396858149
EIF2AK4,SYK,1.07977215804049
SPRY2,SCNN1A,1.07976869855385
CWC15,XRCC5,1.07976269541467
CSNK2A1,IRAK4,1.07976191064772
CCT8,UBE2K,1.07975627676971
LILRB3,CTSL,1.07975591915231
COX7B,NDUFS1,1.0797552212355
UTP4,EIF3D,1.07974848899727
BMAL1,RNASE2,1.07974820284
RRM1,NUP37,1.07974155982674
MTHFD1,SFPQ,1.07974009415208
GYS1,HSP90AB1,1.07973943249645
CLEC10A,GPSM3,1.07973678470626
CHUK,CSNK1A1,1.07973295524304
SLC25A25,FDFT1,1.07972906617944
SMC4,PRKAA1,1.07972823863717
TNIP1,SOD2,1.07972717891592
AZGP1,NHERF1,1.07972648394308
SLC25A3,RPS3A,1.07971575583673
CDH13,GAS1,1.07970079207558
RASGRP1,LAMP5,1.07970073721674
PDPK1,PPID,1.07969777831682
PDS5B,HSPA1B,1.07968781131636
PDS5B,HSPA1A,1.07968781131636
TPM3,TYMS,1.07968286439809
MTO1,L2HGDH,1.07968105261759
FASN,EIF1AD,1.07967994329787
DNTTIP2,GTF3C3,1.07966811330321
AKAP17A,EVA1A,1.07965936251556
HSD17B4,ACAD11,1.07965376065145
TAP1,TRIM46,1.079644828535
SGTB,G3BP2,1.0796418774055
NME9,RSL24D1,1.07964150137065
GYPB,C1orf198,1.0796195668269
RPL10A,MRPS11,1.07961668736473
ENO1,RPS14,1.07961636830099
SPON1,WDTC1,1.07961307799125
H4C16,RPL21,1.07960744075045
RPL21,H4C11,1.07960744075045
RPL21,H4C9,1.07960744075045
RPL21,H4C1,1.07960744075045
RPL21,H4C4,1.07960744075045
RPL21,H4C6,1.07960744075045
RPL21,H4C12,1.07960744075045
RPL21,H4C2,1.07960744075045
RPL21,H4C3,1.07960744075045
RPL21,H4C8,1.07960744075045
RPL21,H4C5,1.07960744075045
RPL21,H4C13,1.07960744075045
RPL21,H4C14,1.07960744075045
ABCF3,ACTG2,1.0796005974055
ABCF3,ACTA2,1.0796005974055
HLA-DPA1,GPN3,1.07959800386949
ALDOA,MAN2A1,1.07959678947133
NOP2,MAPK12,1.07959467194901
KIF3C,BTRC,1.07959233384411
PRELID3A,DOHH,1.07958173862094
CARD8,UROD,1.07957973359353
PASK,KCNH6,1.07957537376258
SQOR,TAPBP,1.07957107583189
PIK3AP1,PLA2G7,1.07956449895572
EBNA1BP2,PRMT1,1.0795622174726
SRPK3,SMAP1,1.07956166099516
SMAP1,SRPK1,1.07956166099516
LRGUK,CSF1R,1.07955976259576
IKBIP,SLC16A3,1.07955686909727
CLU,DISC1,1.07955346431979
RBSN,DTNBP1,1.07954931246271
CCT2,NCL,1.07954841007952
POLQ,PARPBP,1.07953878616661
PPIC,RHBDF2,1.07953603748419
DSTN,ACTC1,1.07953477364157
TUBB,PFDN2,1.0795342552268
TUBB2B,PFDN2,1.0795342552268
EXOSC10,DDX27,1.07953400141205
STRBP,TBRG4,1.07952921561684
EIF5,SYF2,1.07952785367905
GRIA3,ABCG4,1.07951672896154
FKBP2,GNB2,1.07951472283248
RNPS1,RRM2B,1.07951364635069
TLK2,PPWD1,1.0795131850332
CKMT1A,BEX1,1.07950936722165
ACSM5,SLC22A1,1.07949904320767
APPL2,TBC1D4,1.07949454988126
APPL1,TBC1D4,1.07949454988126
IBA57,NFS1,1.07949426799522
SLC25A5,TYW1,1.07949228667373
RPL10L,MRPS17,1.07948854275528
DYRK1B,MAGI2,1.07947322054686
CHEK1,ANP32A,1.07946780021686
GLRB,RPS5,1.07946484179318
OR6F1,LTB4R2,1.07946190685349
OR11H4,LTB4R2,1.07946190685349
GAB1,ANXA2,1.07945927002987
RPL10A,SNRPF,1.07945135874087
CAMKK1,CLINT1,1.07944826215867
CAMKK2,CLINT1,1.07944826215867
VIPR1,CCNB2,1.07943322601378
GOLM2,TMEM9B,1.07943167367039
LGALS4,TST,1.07943079926073
ZCCHC24,SOX5,1.07942791777496
NOP56,HNRNPA3,1.07942578008762
LRGUK,MAP3K13,1.07942545570573
RNF32,PROX1,1.07942382460216
ARID2,ATP5MJ,1.07941129884033
TMED1,SLC35G1,1.0794095120017
LARP1,SUMO1,1.07940878160608
RPL35A,SRSF3,1.07940179238447
HPRT1,PA2G4,1.0793956747172
STT3B,TRMT1L,1.07939039943408
SMC4,IGF1R,1.07938524341917
PFKL,UBE2B,1.07937790389145
PFKL,UBE2A,1.07937790389145
DDX49,MAK16,1.07937581482874
DROSHA,MAP3K13,1.07936496017027
MTFMT,ERN1,1.07936345727613
OCIAD2,SOCS3,1.07936299433327
ARF1,CLTCL1,1.07936088852138
ODAD3,DICER1,1.07935644132946
EPHA7,MKNK1,1.07935271299884
LGI3,PLPP2,1.0793369315971
NFIB,AKAP12,1.079336071851
MAGI3,STK31,1.07932573053168
PCDH1,EXOSC5,1.07932221232316
GBE1,SORBS2,1.07931775272113
GBE1,SH3KBP1,1.07931775272113
CD2AP,GBE1,1.07931775272113
GGT1,ILF2,1.07931140384631
LMNB1,MSH2,1.07931139694474
CSTF1,SKP1,1.07931069406745
NHP2,EIF3D,1.07930207423658
FAF1,CTNNB1,1.07929640641253
PWP1,CDC5L,1.07929037506161
DIAPH1,EEF1A2,1.07928305591199
ZNF600,PPP2R1B,1.07928192485821
CAPN7,KPNA3,1.07928006540503
PNISR,H1-0,1.07927868508926
PRSS1,FERMT3,1.07926465313023
AHSG,SCARB1,1.07925077435269
RPS7,CALM3,1.0792495030751
SMC4,NSUN6,1.07924271853158
PPM1E,TJP2,1.07923440364403
KRTAP5-5,RNF14,1.07922869861801
PCSK9,GID4,1.07922780727909
SMARCD1,PROSER1,1.079221811697
POSTN,MFAP2,1.07921710694147
CSTF1,RTF2,1.07921609886182
NUP133,SMG7,1.07920055434538
ATP6V1G2,MXD3,1.07919901191947
MXI1,ATP6V1G2,1.07919901191947
FBXO2,MAL,1.07919798662696
PXDN,FAM120B,1.07919523891463
NSUN5,PKMYT1,1.07917370826282
SMC2,FGFR2,1.07917095914387
CREBZF,ZNF335,1.07917061666084
NLE1,DDX27,1.07917013927604
VAMP8,CD37,1.07916855529284
PRMT1,PPM1G,1.07915955414095
SIRPG,LGALS12,1.07915765811163
DNTTIP2,TRA2B,1.07914816818397
CDS2,SCAMP1,1.07914754925595
ACLY,NAT10,1.07914754925595
SCAMP2,CDS1,1.07914754925595
SCAMP2,CDS2,1.07914754925595
SCAMP3,CDS1,1.07914754925595
SCAMP3,CDS2,1.07914754925595
FLOT1,SESN3,1.07914754925595
FLOT1,SESN1,1.07914754925595
FLOT1,SESN2,1.07914754925595
CDS1,SCAMP1,1.07914754925595
EXOC3,KXD1,1.07914754925595
CREBL2,ASPSCR1,1.07914754925595
CTSE,FDPS,1.07914754925595
FDPS,PGA5,1.07914754925595
FDPS,PGC,1.07914754925595
GMPPB,PTBP1,1.07914754925595
GMPPB,PTBP2,1.07914754925595
GMPPB,PTBP3,1.07914754925595
EDNRB,STXBP1,1.07913634732985
ORC2,NAA15,1.07913506831582
ORC2,NAA16,1.07913506831582
ADK,RPSA,1.07913156069138
CYBA,LYZ,1.07912285493342
CDK2,CCNB1,1.07911609508784
SEC14L4,PRR5-ARHGAP8,1.07911206570864
SEC14L3,PRR5-ARHGAP8,1.07911206570864
ARHGAP8,SEC14L4,1.07911206570864
ARHGAP8,SEC14L3,1.07911206570864
NUP37,SPAG16,1.07910846563353
SIGLEC7,CCL2,1.07910275271939
TUBA1B,GLI3,1.07909194556015
PLCL1,PROX1,1.07908950446229
NMD3,RPL9,1.07906844423256
NUCKS1,USP14,1.07906629059486
EIF3K,KARS1,1.07906617003326
GNAQ,SLC8A3,1.07906000617363
XRCC3,MKKS,1.07905663648012
CTSA,TP53I3,1.07904753835878
PECAM1,ADAM15,1.07904054940829
TENT4A,MRE11,1.07903538474535
AVL9,INA,1.07903346032523
CIB1,ADRM1,1.07903105048257
MKI67,PPID,1.0790292686841
MAPK13,XPO1,1.07902696328335
SLC16A13,EIF3B,1.07902002752588
POLR3A,AK4,1.07901318369457
TUBB6,CBR4,1.07900474647399
TUBB1,CBR4,1.07900474647399
TUBB2A,CBR4,1.07900474647399
TUBB2B,CBR4,1.07900474647399
TUBB8,CBR4,1.07900474647399
TUBB,CBR4,1.07900474647399
TUBB4B,CBR4,1.07900474647399
TUBB4A,CBR4,1.07900474647399
TUBB3,CBR4,1.07900474647399
FAF1,CNOT8,1.07900243980342
SNCG,CA11,1.07900164105055
METTL1,NOC4L,1.07899612880915
TMED1,SELENOI,1.07899580422528
ETFB,NUBP1,1.0789812015002
SLC25A4,GMPS,1.0789783015524
VPS29,RAB6C,1.07897041841638
VPS35,RAB6C,1.07897041841638
TBC1D10A,RAB6C,1.07897041841638
NDUFA9,SCOC,1.07896746084419
SLITRK4,LRCH3,1.07896291717151
PUS7,POLR1B,1.07896155371465
KPNA6,TFRC,1.07895845839346
SEPTIN2,MINPP1,1.07894374563771
ATP2C1,CDC42,1.07893393747676
H2BC3,RPS13,1.0789272050241
H2BC5,RPS13,1.0789272050241
KDR,MAGI1,1.07891829057266
CSPG5,ADRA1B,1.07891743961191
ALAS2,TOMM7,1.07890849352971
EGR2,ITM2A,1.0789023890368
COL5A3,ADAM12,1.07890027097447
SLC4A1AP,MAPK12,1.0788982312921
BLMH,CCNA2,1.07889698820776
LMO2,SYK,1.07889089537529
DPP3,COPS6,1.07888555195619
CRX,CHD7,1.07888289075504
NECAP1,RPL23,1.07888158479822
CTSC,TNFSF10,1.07887655269848
CYP2J2,BDH1,1.07887469748677
AFG1L,TST,1.07887132144769
ELOB,EIF3B,1.07887116462825
ITGAL,ITK,1.07887094140769
ORM2,TTC38,1.07887039672532
MAG,FA2H,1.07886835010994
LSM5,ATP5ME,1.07886230679589
FCN1,BCL2A1,1.07886086105779
SHC4,SSX1,1.0788584688497
PKLR,CAPN3,1.07885651496639
SEC14L3,RAB1B,1.07885252066594
PPP2R3C,TRIP12,1.07885049523581
HSPA8,TAS2R5,1.07884766259608
CDK17,PPCDC,1.07884764165226
RPL17,TPI1,1.07883687872326
MPP1,KALRN,1.078836838864
MCAT,GIMAP4,1.07882947583111
ABHD3,FKBP5,1.07882693820505
ZNF559,CBFA2T2,1.07882252914045
ZNF460,CAMK1D,1.07882197741606
CNOT1,HRAS,1.07881397226379
HRAS,SUPT6H,1.07881397226379
SMC2,ACVR1B,1.07881251153749
PCBP2,MRPL16,1.0788070554016
ZDHHC15,MSRB2,1.0788034643246
IKBKB,RPS6KB2,1.07878000227146
MOS,MAPK10,1.07877771879531
GBE1,SLC2A1,1.07876756905841
SYF2,RPS14,1.0787637704315
AARS1,LPIN2,1.07876191154005
KCNQ2,MFSD2B,1.07876143509747
CNTN3,PTPRS,1.07875997259601
ASGR1,SLC4A3,1.0787583964829
CS,GHITM,1.07875769743082
ILF2,EIF4A3,1.07875511800903
WDR3,RRAS2,1.07875426809645
TUBA1B,COPB1,1.07874533674848
TRMT1L,NAA10,1.07873667039414
RAD51AP1,NUDT15,1.07873516079981
CHI3L2,PLAUR,1.0787212948959
GPR75,SATB2,1.07870894120335
BMPER,POPDC3,1.07870597582042
INTS7,RPE,1.07868427219397
SLC36A2,DNPEP,1.07867230584114
CFP,LY86,1.07867129577026
MPP2,TGFBR2,1.07867023850575
GNAZ,GNA14,1.07866835759242
ATF2,AP3M1,1.07866614230851
MPP2,ACVR1,1.07866347687562
EGR2,PHLDB1,1.07866075153808
SGTA,LMNB2,1.07865818242735
RPL39L,RPS12,1.07865786575318
RPL36,TUBB2A,1.07865239351795
MAF,ORM2,1.07865126401293
GYPB,NFIB,1.07865104223593
CCT5,JPT1,1.07863189191121
PBK,HPS3,1.07862921857896
MPP4,EIF2AK3,1.07862499530163
ISYNA1,PPP6C,1.07862193523954
ALAS1,TBCK,1.07862051595579
LYSMD3,FAR1,1.07861716821398
IL18BP,LCP1,1.07861102693124
MTFMT,LRGUK,1.07860989756521
SERPINA1,TNFAIP3,1.0785765314858
PTRH1,STX7,1.07857644591853
VPS52,STX7,1.07857644591853
MST1,TTC38,1.07857391151729
ACADM,RPL12,1.07856956958725
TMED1,TOMM70,1.0785681635709
HSCB,LSM1,1.07856739672578
RNPS1,DAZL,1.07856381278453
GNPDA2,RPL7A,1.07856149345712
ALDH1B1,TOLLIP,1.07855881402461
A1CF,GLRA3,1.07854647288334
CISD1,PSMB9,1.07854101757607
FKBP9,WDR18,1.07853951310239
KIR3DL1,WRAP73,1.07853702435734
DROSHA,RPS6KA4,1.07853610343404
KCNIP4,TUBB1,1.07852330498469
NEIL3,NUP153,1.07851771736899
MAPK14,CDKL1,1.07851451829285
TUBB,FDPS,1.07851411225512
GIN1,SLC20A1,1.07851251347852
SLC25A5,RAN,1.07849997759443
GNB1,CORO1B,1.07849707695245
RRP8,RPL17,1.0784957334997
TACC3,KIF4A,1.07849080653763
RFC4,TSN,1.07848620224533
IMP3,POLR3B,1.07848160308047
DSPP,TP53I3,1.07848140744788
UAP1,MOGAT2,1.0784755393851
MOGAT1,UAP1,1.0784755393851
PLK1,UBAP2L,1.07847483696238
HLA-A,JAK2,1.07846978902152
RGS13,NUCKS1,1.07846816482885
WDR91,WDR70,1.07845974495142
TNNT2,CREB3L1,1.07845796748592
AEBP1,TIMP1,1.07844380978936
STYK1,SMC1A,1.07844256145555
FLT4,DYRK1B,1.07844001596235
SLC38A3,DACH1,1.07843978249051
METTL15,TAOK1,1.0784373270249
MMP12,ULBP2,1.07842302636439
PAICS,GMPS,1.07842295751978
RABEPK,KBTBD2,1.07840252418058
RABEPK,KLHL32,1.07840252418058
RABEPK,KBTBD3,1.07840252418058
KLHDC9,KBTBD2,1.07840252418058
RABEPK,KLHL36,1.07840252418058
RABEPK,KBTBD7,1.07840252418058
KLHDC3,KBTBD3,1.07840252418058
KLHDC3,KBTBD2,1.07840252418058
KLHDC3,KBTBD7,1.07840252418058
KLHDC3,KBTBD6,1.07840252418058
KLHDC9,KBTBD3,1.07840252418058
KLHDC9,KLHL26,1.07840252418058
KLHDC9,KLHL36,1.07840252418058
KLHDC9,KBTBD7,1.07840252418058
KLHDC9,KBTBD6,1.07840252418058
KBTBD3,KBTBD12,1.07840252418058
KBTBD3,KLHDC2,1.07840252418058
KBTBD3,KLHDC4,1.07840252418058
KBTBD12,KBTBD2,1.07840252418058
KLHDC2,KBTBD2,1.07840252418058
KLHDC2,KLHL26,1.07840252418058
KLHDC2,KLHL36,1.07840252418058
KLHDC2,KBTBD7,1.07840252418058
KLHDC2,KBTBD6,1.07840252418058
KLHL32,KLHDC2,1.07840252418058
KBTBD2,KLHDC4,1.07840252418058
KLHDC4,KLHL26,1.07840252418058
KLHDC4,KLHL36,1.07840252418058
KLHDC4,KBTBD7,1.07840252418058
KLHDC4,KBTBD6,1.07840252418058
KLHL32,KLHDC9,1.07840252418058
RABEPK,KBTBD6,1.07840252418058
KLHL32,KLHDC4,1.07840252418058
EGFR,PALS2,1.0784016140597
NUDT21,IREB2,1.0783980624972
PDCD6IP,RBM26,1.07839709971192
CHML,FGL1,1.0783862646819
TAS2R5,GMPS,1.07838351431986
SPEN,CAD,1.07838191297456
PALS1,WNK2,1.07837401126781
HUS1,STX16,1.07837338902044
RPS5,HAT1,1.07836414052796
DLG2,SEMG2,1.07836373562105
MTFMT,MAP3K19,1.0783551770173
PKLR,RBP5,1.07833991072129
CDK2,PSKH1,1.07833803290075
ADH4,PRKCD,1.07833096266383
APEX1,PPM1G,1.07832902300365
TOMM7,NOP10,1.07832834020369
GPI,PKM,1.0783161239161
GPI,PKLR,1.0783161239161
PIP5K1C,SNAP23,1.07831386348269
PIP5K1C,SNAP25,1.07831386348269
IL1R1,MMP9,1.07831034695408
DCAF12,UBR5,1.07830717879224
GIT1,CPSF1,1.07830420209044
EXD1,ABCC8,1.07830275246293
TEK,SMC6,1.0782858085877
GLIPR1L2,SLC7A6,1.07828493116502
CFAP299,LRP12,1.07828492563807
CYP51A1,CERS4,1.07828478744715
EEF1A2,PRPF19,1.07828330083603
DNAJB9,NADK,1.07828150035367
EEF1A2,CDK12,1.07828089069543
MT1E,S100A6,1.07826685285221
TRMT6,BMS1,1.07826111013588
WDR5,HDAC2,1.07825650936961
CPLX2,ENC1,1.07825120875974
DHX15,CTU1,1.07824977703698
GBP1,CXCR4,1.07824952898034
MAPK14,TNIK,1.07823759286769
TNFRSF12A,SSR3,1.07823715206192
HCAR2,SAT1,1.07823580525604
CYP3A5,C4BPB,1.0782330618225
DAPK2,DROSHA,1.07823268284828
CFL1,LGALS3,1.07822695715613
PPM1G,EIF3B,1.07821055148746
FH,SRP9,1.07820910891294
CLIC1,SERPINA1,1.07820313705548
IGF2BP2,EEF1G,1.07820074628263
MAGI3,PSKH2,1.0781815730956
CPE,C1R,1.07817407769277
SEC11A,RPS13,1.07816955737937
RPS10,TCEA1,1.07816265815872
GJB1,NF1,1.0781607945109
ITPR2,CDT1,1.07815667578703
IGFBP2,SOD3,1.07815481890143
CSNK1D,PPIB,1.078147359206
P2RX4,LAP3,1.07814675655888
PRKD3,DROSHA,1.07814300346164
LY96,LMO2,1.07813754935634
MAT2A,SUMO1,1.07812886319375
SLC66A1,UGP2,1.07811757925431
RAD18,RAD23A,1.0781067041464
ERCC1,RAD23A,1.0781067041464
COL1A2,PLEKHH3,1.07809699273306
SERPIND1,CDT1,1.07808539149725
ITGB7,PTPN3,1.07808043543024
CNN3,PLS3,1.07807967618247
RRN3,SLC30A6,1.07807937820148
WDHD1,RBBP7,1.07807765233293
RANBP3L,NUP98,1.07805971025468
CYP2B6,GARS1,1.07805882211697
ACTC1,TRRAP,1.0780561425102
CTSB,ALOX5AP,1.07804896536702
DAB2,LMO2,1.07804673613985
SPEF1,GJB3,1.07804670100052
NUDCD1,EEF1E1,1.07804460861113
PCSK2,UBAP2L,1.07804278018309
TDRKH,SRPRB,1.07804071609662
MSH5,PMS2P5,1.07802271380325
PPA2,TMSB4Y,1.07802213356511
EPB41L2,IMPG1,1.07801833415984
SRPRA,NUP153,1.07801701245607
DROSHA,BMPR2,1.07801623793394
SP8,SMARCA4,1.07801051878329
SP8,SMARCA2,1.07801051878329
CENPC,KDM5A,1.07800690911004
OR12D2,C5AR1,1.07800231591155
FSTL1,GRK5,1.07799849598455
MTHFD1,POLR1B,1.0779890214376
GPN1,PSMD2,1.07798617828982
TRIM22,ESR1,1.07798397213683
ITGA5,GPX8,1.07797655316089
PPP2R3C,ARMC1,1.07796816437838
ANK3,MAP7,1.07796289883505
AKR1B1,PCSK9,1.07796254912773
HMGCS2,UQCRFS1,1.07795973010347
LRGUK,BMPR2,1.07794720829355
TINF2,SOCS3,1.07794225863609
SPRING1,MLLT10,1.07793837627982
JAG2,TLL1,1.07793221728912
JAG2,BMP1,1.07793221728912
JAG2,TLL2,1.07793221728912
ZNF195,ZNF442,1.07791172993833
CRLS1,TCEA1,1.07791165140664
MAEA,ALDOA,1.07790509661943
ZER1,APP,1.07790242064871
ZNF43,ZNF195,1.07790229991037
SMC2,CAMK2B,1.07789939401812
RBBP4,WDR25,1.07789873085899
CIB1,S100A6,1.0778949347374
GLI2,KDM5C,1.07788644197798
GTF2F1,AMIGO3,1.0778722766633
MCM6,PBK,1.07786437437767
SMARCA2,CTR9,1.07785901917053
CARM1,DNAJC7,1.07785878061744
ALDOA,ATP5PB,1.07785721877379
PPP1CA,KDM6A,1.07785138445511
EEF1A1,AK4,1.07785088765468
SERPIND1,MMUT,1.07784942934157
HMGB3,RPS4X,1.07784353426499
DDX47,NOLC1,1.07784078058719
DPYSL4,CKMT1A,1.07783750975636
ACTB,IQGAP1,1.07783044667106
ACTG1,IQGAP1,1.07783044667106
TCP10L3,C7,1.07783043035711
HSD17B10,CUEDC2,1.07782315096805
PPM1L,AGGF1,1.07781515382771
TMED3,SLC7A2,1.07781483262517
CCT2,RPS2,1.07780649223348
PRSS16,RRM2B,1.07780473215649
DIAPH1,PRKCB,1.07780115514925
MAST2,DICER1,1.07779940862669
TRDN,SGIP1,1.07779823175502
TRDN,ATN1,1.07779823175502
DICER1,IRAK2,1.07778402971534
ARL4C,MS4A4A,1.07777989915027
ASF1A,H2AZ1,1.07777837469247
ASF1A,H2AZ2,1.07777837469247
H3C14,KAT2A,1.07777753955814
TM4SF4,VTN,1.0777659188561
DMTN,SYP,1.07776574208927
CYP3A5,SERPINA7,1.07776513391662
CFTR,ATXN2L,1.0777547205238
DCP1B,LSM7,1.07775456879875
GARS1,TXNRD1,1.07774690729796
GPC3,UBE2V1,1.0777439198438
MRPS28,P4HB,1.07774320555035
UQCR11,LSM4,1.07773817623612
DDB1,PCDHGC3,1.07773667088276
CTSD,NPEPPS,1.07773603124654
CSE1L,MCM4,1.0777321329194
ETS1,SRPX,1.07772772480523
HNF4G,LYN,1.07772526336353
CYC1,ATAD3A,1.07772351843211
CTTN,GAS1,1.0777178251164
MYO7B,MYO9B,1.07771720496424
ZBTB20,RPS7,1.07771267069749
MRE11,CEP95,1.07771192582097
TXNDC9,CLNS1A,1.07770564570495
P4HB,RPL13,1.07770283078834
GGT1,MRPS17,1.077701949667
AMN1,EIF4A3,1.07769588819229
ELOVL2,HACD1,1.07767895753595
DNAJC15,IARS2,1.07767638769785
SEC11A,XRCC5,1.07767061081372
PSMA5,SARS1,1.07766511843863
TACO1,RTRAF,1.07766092727868
STAM,NCK2,1.07765924160771
YES1,STAM,1.07765924160771
CRKL,STAM,1.07765924160771
NT5C2,ULBP2,1.07765574938608
IMPDH2,RPS19,1.0776512489356
LSS,SOAT2,1.07764624097185
STK38L,NEMF,1.07764428850002
PON3,RGN,1.07763851714532
CTPS1,UMPS,1.07763500323607
MTHFD2L,CDK14,1.07763008197239
CCT5,ZNF286A,1.07762509496905
RPL13,H2AC17,1.07762320935439
RPL13,H2AC11,1.07762320935439
RPL13,H2AC18,1.07762320935439
RPL13,H2AC15,1.07762320935439
RPL13,H2AC4,1.07762320935439
RPL13,H2AC13,1.07762320935439
H2AC8,RPL13,1.07762320935439
AKT1,MAPK7,1.07762304135225
OS9,SNX9,1.0776192903842
KDELR3,NPAS3,1.0776152254142
HCK,NPL,1.07761097943738
DEK,MED10,1.07760861746783
CENPA,FANCG,1.07759938906511
HMGA1,PTTG1,1.07758982543421
HCFC1,PTBP1,1.07758932081094
METAP2,SMAP1,1.0775790567628
CIT,BMP7,1.07756824192333
NDUFC2,RPS15A,1.07755294924023
DLX5,TSEN54,1.07753658801794
SLC17A2,C4BPB,1.07753562623048
GALK2,SLC5A2,1.07753161238318
RRM2,CALR,1.0775277828323
GADD45B,TRAF1,1.07752484634447
UTP3,RPL7A,1.07752363397346
SMARCC1,PIAS2,1.07751470174902
H2AC21,PUS7,1.07751008176697
IRAK4,WNK3,1.0775093413944
LINC03006,SSB,1.07750046744273
CCL3L1,SPOCK2,1.07749538313086
PPM1G,RPA3,1.07749443137235
ATP8A1,CLTCL1,1.07749042077394
CCT5,RAD21,1.07748736725423
BCL2A1,CD163,1.07748670483202
EPHA5,MAGI1,1.0774814370204
S100A8,CCL2,1.07746132278592
XRCC6,GRHL1,1.07743687354093
SRGN,CXCR4,1.07743360219504
CENPF,E2F8,1.07743023961841
GADD45B,PIM1,1.07742612274528
CALM3,IQGAP1,1.0774214130606
GNL3,CMSS1,1.077419618831
FH,OLA1,1.07741249659658
GABPB2,TNP1,1.07740636987739
ORC2,PABPC4,1.07740499261485
RPS28,NME5,1.07740459218277
PPM1D,STK17B,1.07739422941927
DPYD,KRTAP5-1,1.07738832816477
THBS2,TRAM2,1.07738361550461
SNX7,VAMP1,1.07738192029972
DYRK1A,MPP4,1.07738120816395
HMGCR,SLC2A1,1.07737833979922
VASP,LAPTM5,1.07737701332304
LY96,C1QA,1.07736499898249
HMGXB4,XPO5,1.0773591668988
MCM7,SMARCA1,1.07735888671836
ZMPSTE24,SOAT1,1.07735822036249
UBR4,AFF3,1.07735419555274
MCTS1,SNRPG,1.07735410508007
LUM,TAGLN,1.07734011440019
COL6A3,IL1R1,1.07733508012767
PSMB3,TRIP13,1.07732976248452
PGM1,ACER3,1.07732133438906
CTSO,RPS10,1.07732116218696
RAB6B,REEP6,1.077309627613
PFKP,PGK2,1.07730459724027
MDM4,CD37,1.07730323122721
RRP12,GAMT,1.07730275111397
SLC4A1AP,AURKA,1.07729047724934
NIFK,HAT1,1.07728867345042
SBK1,ZNF711,1.07728498103128
NAP1L4,ZFP91,1.07727578705947
